"48926","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie","Other",,"48926","48925"
"48927","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Porcelain Barbie",,,"48927","15950"
"48928","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Silkstone, Fashion Models",,,"48928","15950"
"48929","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Sun & Beach Barbie",,,"48929","15950"
"48930","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Western Barbie",,,"48930","15950"
"48931","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Gift Sets",,,"48931","15950"
"15956","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Store Exclusives",,,"15956","15950"
"48939","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Mixed Lots",,,"48939","15950"
"15953","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Other",,,"15953","15950"
"160837","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Reproductions",,,,"160837","15949"
"15948","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Books & Magazines",,,,"15948","15949"
"15957","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories",,,,"15957","15949"
"48940","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Accessories",,,"48940","15957"
"48941","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Clothing",,,"48941","15957"
"84629","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Clothing","Custom, Handmade",,"84629","48941"
"48942","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Clothing","Fashion Avenue",,"48942","48941"
"48943","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Clothing","My Size",,"48943","48941"
"48944","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Clothing","Silkstone",,"48944","48941"
"15958","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Clothing","Other",,"15958","48941"
"48945","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Shoes",,,"48945","15957"
"160838","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Reproductions",,,"160838","15957"
"249","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Clothing & Accessories","Other",,,"249","15957"
"2451","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Friends & Family",,,,"2451","15949"
"15961","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Friends & Family","Kelly & Same-Size Friends",,,"15961","2451"
"15962","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Friends & Family","Ken & Same-Size Friends",,,"15962","2451"
"48946","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Friends & Family","Midge & Same-Size Friends",,,"48946","2451"
"15963","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Friends & Family","Skipper & Same-Size Friends",,,"15963","2451"
"15964","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Friends & Family","Tommy & Same-Size Friends",,,"15964","2451"
"2450","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Friends & Family","Other",,,"2450","2451"
"49222","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Licensed Merchandise, Non-Doll",,,,"49222","15949"
"48947","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Pets & Animals",,,,"48947","15949"
"15959","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Structures & Furniture",,,,"15959","15949"
"15960","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Vehicles",,,,"15960","15949"
"48948","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Mixed Lots",,,,"48948","15949"
"248","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Other",,,,"248","15949"
"15987","Dolls & Bears","Dolls","By Brand, Company, Character",,,,,"15987","238"
"2401","Dolls & Bears","Dolls","By Brand, Company, Character","American Character",,,,"2401","15987"
"4620","Dolls & Bears","Dolls","By Brand, Company, Character","American Character","Betsy McCall",,,"4620","2401"
"2402","Dolls & Bears","Dolls","By Brand, Company, Character","American Character","Sweet Sue",,,"2402","2401"
"15988","Dolls & Bears","Dolls","By Brand, Company, Character","American Character","Tiny Tears",,,"15988","2401"
"160842","Dolls & Bears","Dolls","By Brand, Company, Character","American Character","Tressy",,,"160842","2401"
"2400","Dolls & Bears","Dolls","By Brand, Company, Character","American Character","Other",,,"2400","2401"
"95230","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl",,,,"95230","15987"
"95231","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Addy",,,"95231","95230"
"95232","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Angelina Ballerina",,,"95232","95230"
"95233","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Bitty Baby",,,"95233","95230"
"168082","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Bitty Twins",,,"168082","95230"
"95234","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Felicity & Elizabeth",,,"95234","95230"
"95235","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Josefina",,,"95235","95230"
"160843","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Julie & Ivy",,,"160843","95230"
"160844","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Kaya",,,"160844","95230"
"95237","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Kirsten",,,"95237","95230"
"95236","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Kit & Ruthie",,,"95236","95230"
"95238","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Molly & Emily",,,"95238","95230"
"95239","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Nellie",,,"95239","95230"
"95240","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Samantha",,,"95240","95230"
"145880","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Today",,,"145880","95230"
"160846","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Furniture",,,"160846","95230"
"160845","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Accessories",,,"160845","95230"
"15989","Dolls & Bears","Dolls","By Brand, Company, Character","American Girl","Other",,,"15989","95230"
"2407","Dolls & Bears","Dolls","By Brand, Company, Character","Annalee",,,,"2407","15987"
"63640","Dolls & Bears","Dolls","By Brand, Company, Character","Anne Geddes",,,,"63640","15987"
"15981","Dolls & Bears","Dolls","By Brand, Company, Character","Annette Himstedt",,,,"15981","15987"
"4629","Dolls & Bears","Dolls","By Brand, Company, Character","Arranbee (R&B)",,,,"4629","15987"
"84630","Dolls & Bears","Dolls","By Brand, Company, Character","Ashton Drake",,,,"84630","15987"
"1033","Dolls & Bears","Dolls","By Brand, Company, Character","Ashton Drake","Gene",,,"1033","84630"
"160847","Dolls & Bears","Dolls","By Brand, Company, Character","Ashton Drake","So Truly Real",,,"160847","84630"
"15990","Dolls & Bears","Dolls","By Brand, Company, Character","Ashton Drake","Other",,,"15990","84630"
"160848","Dolls & Bears","Dolls","By Brand, Company, Character","Baby Face",,,,"160848","15987"
"160849","Dolls & Bears","Dolls","By Brand, Company, Character","Battat",,,,"160849","15987"
"84631","Dolls & Bears","Dolls","By Brand, Company, Character","Berenguer, Berjusa",,,,"84631","15987"
"84632","Dolls & Bears","Dolls","By Brand, Company, Character","Berenguer, Berjusa","Dolls",,,"84632","84631"
"84633","Dolls & Bears","Dolls","By Brand, Company, Character","Berenguer, Berjusa","Reborn Dolls",,,"84633","84631"
"48955","Dolls & Bears","Dolls","By Brand, Company, Character","Berenguer, Berjusa","Other",,,"48955","84631"
"36551","Dolls & Bears","Dolls","By Brand, Company, Character","Betty Boop",,,,"36551","15987"
"36546","Dolls & Bears","Dolls","By Brand, Company, Character","Blythe",,,,"36546","15987"
"36547","Dolls & Bears","Dolls","By Brand, Company, Character","Bratz",,,,"36547","15987"
"20392","Dolls & Bears","Dolls","By Brand, Company, Character","Cabbage Patch",,,,"20392","15987"
"20393","Dolls & Bears","Dolls","By Brand, Company, Character","Cabbage Patch","Vintage (Pre-1990)",,,"20393","20392"
"243","Dolls & Bears","Dolls","By Brand, Company, Character","Cabbage Patch","Modern (1990-Now)",,,"243","20392"
"95242","Dolls & Bears","Dolls","By Brand, Company, Character","Cameo",,,,"95242","15987"
"95241","Dolls & Bears","Dolls","By Brand, Company, Character","Danbury Mint",,,,"95241","15987"
"2421","Dolls & Bears","Dolls","By Brand, Company, Character","Dawn",,,,"2421","15987"
"168083","Dolls & Bears","Dolls","By Brand, Company, Character","Disney",,,,"168083","15987"
"160850","Dolls & Bears","Dolls","By Brand, Company, Character","Dollfie & BJDs",,,,"160850","15987"
"160852","Dolls & Bears","Dolls","By Brand, Company, Character","Dollfie & BJDs","Full Size, SD",,,"160852","160850"
"84635","Dolls & Bears","Dolls","By Brand, Company, Character","Dollfie & BJDs","Mini, MSD",,,"84635","160850"
"168084","Dolls & Bears","Dolls","By Brand, Company, Character","Dollfie & BJDs","Tiny & Anthro",,,"168084","160850"
"160851","Dolls & Bears","Dolls","By Brand, Company, Character","Dollfie & BJDs","Other",,,"160851","160850"
"95243","Dolls & Bears","Dolls","By Brand, Company, Character","Eegee",,,,"95243","15987"
"2417","Dolls & Bears","Dolls","By Brand, Company, Character","Effanbee",,,,"2417","15987"
"2419","Dolls & Bears","Dolls","By Brand, Company, Character","Effanbee","Vintage",,,"2419","2417"
"2416","Dolls & Bears","Dolls","By Brand, Company, Character","Effanbee","Modern",,,"2416","2417"
"2418","Dolls & Bears","Dolls","By Brand, Company, Character","Effanbee","Reproductions",,,"2418","2417"
"330","Dolls & Bears","Dolls","By Brand, Company, Character","Effanbee","Other",,,"330","2417"
"95244","Dolls & Bears","Dolls","By Brand, Company, Character","Fisher Price",,,,"95244","15987"
"15982","Dolls & Bears","Dolls","By Brand, Company, Character","Franklin Mint",,,,"15982","15987"
"95245","Dolls & Bears","Dolls","By Brand, Company, Character","Gerber",,,,"95245","15987"
"160854","Dolls & Bears","Dolls","By Brand, Company, Character","Ginger",,,,"160854","15987"
"74984","Dolls & Bears","Dolls","By Brand, Company, Character","Gotz",,,,"74984","15987"
"45346","Dolls & Bears","Dolls","By Brand, Company, Character","Groovy Girls",,,,"45346","15987"
"15991","Dolls & Bears","Dolls","By Brand, Company, Character","Hasbro",,,,"15991","15987"
"1034","Dolls & Bears","Dolls","By Brand, Company, Character","Holly Hobbie",,,,"1034","15987"
"2390","Dolls & Bears","Dolls","By Brand, Company, Character","Horsman",,,,"2390","15987"
"2424","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal",,,,"2424","15987"
"160855","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Betsy Wetsy",,,"160855","2424"
"2430","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Crissy Family",,,"2430","2424"
"2428","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Playpals",,,"2428","2424"
"2429","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Revlon",,,"2429","2424"
"160856","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Saucy Walker",,,"160856","2424"
"2426","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Shirley Temple",,,"2426","2424"
"11693","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Tammy Family",,,"11693","2424"
"15992","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Thumbelina",,,"15992","2424"
"2425","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Toni",,,"2425","2424"
"334","Dolls & Bears","Dolls","By Brand, Company, Character","Ideal","Other",,,"334","2424"
"84636","Dolls & Bears","Dolls","By Brand, Company, Character","Integrity, Fashion Royalty",,,,"84636","15987"
"2422","Dolls & Bears","Dolls","By Brand, Company, Character","Jem",,,,"2422","15987"
"158452","Dolls & Bears","Dolls","By Brand, Company, Character","Kathe Kruse",,,,"158452","15987"
"95246","Dolls & Bears","Dolls","By Brand, Company, Character","Kenner",,,,"95246","15987"
"88745","Dolls & Bears","Dolls","By Brand, Company, Character","Kish",,,,"88745","15987"
"2431","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander",,,,"2431","15987"
"15996","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Vintage (Pre-1973)",,,"15996","2431"
"15998","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Vintage (Pre-1973)","Pre-1948",,"15998","15996"
"2433","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Vintage (Pre-1973)","1948-59",,"2433","15996"
"15997","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Vintage (Pre-1973)","1960-72",,"15997","15996"
"15993","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Modern (1970-Now)",,,"15993","2431"
"166701","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Modern (1970-Now)","4-5 Inches (McDonald's)",,"166701","15993"
"2432","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Modern (1970-Now)","6-8 Inches",,"2432","15993"
"15994","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Modern (1970-Now)","9-12 Inches",,"15994","15993"
"15995","Dolls & Bears","Dolls","By Brand, Company, Character","Madame Alexander","Modern (1970-Now)","Over 12 Inches",,"15995","15993"
"2437","Dolls & Bears","Dolls","By Brand, Company, Character","Madeline",,,,"2437","15987"
